DAUID,salience,satisfaction_sentiment,satisfaction_star,coverage_pct,n_reachable_parks,n_qualifying_parks
59150920,14.4033,,,0.0,1,0
59150922,,,,,0,0
59150923,,,,,0,0
59150924,,,,,0,0
59150925,313.8298,0.8082,4.6,100.0,1,1
59150926,245.4924,0.8082,4.6,100.0,1,1
59150927,293.0464,0.8082,4.6,100.0,1,1
59150928,,,,,0,0
59150929,444.7236,0.8082,4.6,100.0,1,1
59150930,631.3364,0.7284,4.25,100.0,2,2
59150931,585.8586,0.7992,4.5333,75.0,4,3
59150932,515.9705,0.746,4.3,75.0,4,3
59150933,468.0365,0.746,4.3,100.0,3,3
59150934,365.5172,0.6802,4.05,100.0,2,2
59150935,246.1929,0.6485,3.9,100.0,1,1
59150953,339.9281,0.6342,4.2,50.0,2,1
59150954,412.4424,0.6342,4.2,50.0,2,1
59150955,318.7614,0.6342,4.2,50.0,2,1
59150956,287.6033,0.6342,4.2,100.0,1,1
59150957,,,,,0,0
59150958,,,,,0,0
59150959,,,,,0,0
59150960,593.617,0.7354,4.4,100.0,1,1
59150961,565.9229,0.7354,4.4,100.0,1,1
59150962,672.4891,0.6888,4.5,100.0,2,2
59150963,552.4752,0.7354,4.4,100.0,1,1
59150964,152.2124,0.8351,4.5,100.0,1,1
59150965,238.5321,0.8351,4.5,50.0,2,1
59150966,2218.8065,0.824,4.55,100.0,2,2
59150967,1963.8554,0.8129,4.6,100.0,1,1
59150968,2023.0496,0.8129,4.6,100.0,1,1
59150969,1998.2759,0.8129,4.6,50.0,2,1
59150970,35.503,,,0.0,1,0
59150971,555.7769,0.7354,4.4,100.0,1,1
59150972,0.0,,,0.0,1,0
59150973,1066.5635,0.771,4.5,50.0,2,1
59150974,1268.8766,0.771,4.5,50.0,2,1
59150975,1026.8256,0.771,4.5,100.0,1,1
59150976,1095.3895,0.771,4.5,100.0,1,1
59150977,856.9652,0.771,4.5,100.0,1,1
59150978,724.7059,0.6888,4.5,100.0,2,2
59150979,627.5395,0.7086,4.5,100.0,2,2
59150980,58.0,0.6421,4.6,100.0,1,1
59150981,562.0767,0.7752,4.4,100.0,1,1
59150982,1.5773,,,0.0,1,0
59150983,276.1905,0.5332,4.2,100.0,1,1
59150984,159.4203,0.6166,4.1,100.0,1,1
59150985,123.9936,0.6166,4.1,100.0,1,1
59150986,,,,,0,0
59150987,1035.2188,0.5854,4.2667,100.0,3,3
59151198,44.0613,,,0.0,1,0
59151199,51.9187,,,0.0,1,0
59151200,49.2424,,,0.0,2,0
59151201,60.4651,,,0.0,2,0
59151202,7.3529,,,0.0,1,0
59151203,557.6923,0.7444,4.4,50.0,2,1
59151204,4.7619,,,0.0,1,0
59151205,,,,,0,0
59151206,537.037,0.7444,4.4,50.0,2,1
59151207,41.3669,,,0.0,1,0
59151208,,,,,0,0
59151209,,,,,0,0
59151211,1403.7267,0.6472,4.3,100.0,2,2
59151213,,,,,0,0
59151214,635.8974,0.7856,4.4,100.0,1,1
59151215,682.5688,0.7856,4.4,100.0,1,1
59151216,557.7211,0.7856,4.4,100.0,1,1
59151217,930.0,0.7856,4.4,100.0,1,1
59151219,55.6845,,,0.0,1,0
59151220,,,,,0,0
59151221,,,,,0,0
59151222,,,,,0,0
59151223,619.3182,0.6472,4.3,50.0,2,1
59151224,1914.6919,0.6656,4.35,66.7,3,2
59151225,818.0113,0.6472,4.3,100.0,1,1
59151226,1898.6975,0.5954,4.25,50.0,4,2
59151227,,,,,0,0
59151228,2091.2,0.5954,4.25,100.0,2,2
59151229,7493.5823,0.644,4.35,100.0,2,2
59151230,16680.5195,0.644,4.35,100.0,2,2
59151231,371.345,0.5068,4.1,100.0,1,1
59151234,,,,,0,0
59151236,,,,,0,0
59151351,,,,,0,0
59151352,1243.5233,0.7643,4.5,100.0,1,1
59151353,3039.7351,0.7537,4.3667,75.0,4,3
59151354,2037.2671,0.7498,4.4333,100.0,3,3
59151355,1077.1513,0.706,4.4,100.0,2,2
59151356,109.817,0.7302,4.5,100.0,1,1
59151357,1122.102,0.706,4.4,100.0,2,2
59151358,274.9491,0.7768,4.4,100.0,1,1
59151359,,,,,0,0
59151360,204.3011,0.648,4.4,100.0,1,1
59151361,223.092,0.648,4.4,100.0,1,1
59151362,,,,,0,0
59151363,251.17,0.6791,4.3,100.0,2,2
59151364,233.3333,0.6791,4.3,100.0,2,2
59151365,90.0383,0.7102,4.2,100.0,1,1
59151366,316.9291,0.6791,4.3,100.0,2,2
59151367,166.1074,0.6533,4.15,100.0,2,2
59151368,175.5319,0.6533,4.15,100.0,2,2
59151369,75.0361,0.5964,4.1,100.0,1,1
59151370,,,,,0,0
59151371,74.7126,0.5964,4.1,100.0,1,1
59151372,1176.6849,0.6391,4.2,100.0,2,2
59151373,66.838,0.5964,4.1,50.0,2,1
59151407,1293.381,0.6328,4.3667,100.0,3,3
59151408,699.3166,0.7271,4.5,100.0,1,1
59151409,558.1818,0.7271,4.5,100.0,1,1
59151410,534.8432,0.7271,4.5,100.0,1,1
59151411,411.5282,0.7271,4.5,100.0,1,1
59151412,522.1088,0.7271,4.5,100.0,1,1
59151413,686.7816,0.7442,4.4,100.0,1,1
59151414,816.0083,0.7356,4.45,100.0,2,2
59151415,1043.2767,0.734,4.35,100.0,2,2
59151416,1313.2296,0.734,4.35,100.0,2,2
59151417,983.5391,0.7442,4.4,100.0,1,1
59151418,908.7452,0.7442,4.4,100.0,1,1
59151419,880.2947,0.7442,4.4,100.0,1,1
59151420,1151.8771,0.734,4.35,100.0,2,2
59151423,,,,,0,0
59151424,1534.4538,0.7613,4.3,100.0,1,1
59151425,1899.8302,0.7038,4.3,100.0,2,2
59151426,1615.9292,0.7613,4.3,100.0,1,1
59151427,1560.6838,0.7613,4.3,100.0,1,1
59151428,174.2739,0.6523,4.2,100.0,1,1
59151429,246.5986,0.6822,4.25,100.0,2,2
59151430,140.8776,0.712,4.3,100.0,1,1
59151432,448.6957,0.7178,4.3,100.0,2,2
59151433,787.472,0.6711,4.3,100.0,3,3
59151434,796.3801,0.6711,4.3,100.0,3,3
59151435,470.4724,0.6473,4.2667,100.0,3,3
59151436,518.4382,0.6473,4.2667,100.0,3,3
59151437,374.677,0.6822,4.25,100.0,2,2
59151438,413.9535,0.6149,4.25,100.0,2,2
59151439,1605.6338,0.6952,4.35,100.0,2,2
59151440,495.1923,0.6462,4.3,100.0,1,1
59151441,503.9841,0.6782,4.25,100.0,2,2
59151442,87.8505,0.7102,4.2,100.0,1,1
59151443,104.2084,0.5964,4.1,100.0,1,1
59151444,56.338,0.5964,4.1,100.0,1,1
59151448,242.4699,0.6791,4.3,100.0,2,2
59151449,304.9242,0.6791,4.3,100.0,2,2
59151450,526.0805,0.6843,4.3,100.0,2,2
59151451,511.5942,0.6843,4.3,100.0,2,2
59151452,628.1139,0.6843,4.3,100.0,2,2
59151453,617.1329,0.6843,4.3,100.0,2,2
59151454,232.7586,0.7768,4.4,100.0,1,1
59151455,151.1758,0.7768,4.4,100.0,1,1
59151456,464.4737,0.6843,4.3,100.0,2,2
59151457,2020.6186,0.7297,4.5,100.0,1,1
59151458,225.3756,0.7768,4.4,100.0,1,1
59151459,257.6336,0.7768,4.4,100.0,1,1
59151460,311.0599,0.7768,4.4,100.0,1,1
59151461,228.4264,0.7768,4.4,100.0,1,1
59151463,2696.477,0.7653,4.4,75.0,4,3
59151464,1721.2121,0.7596,4.4,100.0,2,2
59151465,2569.0299,0.7537,4.3667,75.0,4,3
59151467,2678.9883,0.7537,4.3667,75.0,4,3
59151469,8706.7773,0.7811,4.6,100.0,1,1
59151470,,,,,0,0
59151471,,,,,0,0
59151472,,,,,0,0
59151473,642.1208,0.6472,4.3,100.0,1,1
59151474,692.0635,0.6472,4.3,100.0,1,1
59151475,583.668,0.6472,4.3,100.0,1,1
59151476,,,,,0,0
59151477,7353.972,0.7811,4.6,100.0,1,1
59151478,642.1208,0.6472,4.3,100.0,1,1
59151479,705.5016,0.6472,4.3,100.0,1,1
59151483,,,,,0,0
59151484,329.2683,0.7768,4.4,100.0,1,1
59151485,1181.3725,0.6328,4.3667,100.0,3,3
59151486,983.6735,0.6328,4.3667,100.0,3,3
59152941,371.6055,0.6745,4.4,60.0,5,3
59152942,556.5395,0.6344,4.4,33.3,6,2
59152943,3115.016,0.7034,4.4,50.0,4,2
59152944,37.1517,,,0.0,1,0
59152945,902.8309,0.684,4.4,50.0,2,1
59152946,1575.03,0.5954,4.25,66.7,3,2
59153075,1404.2553,0.6818,4.3,100.0,1,1
59153076,2506.3291,0.6818,4.3,100.0,1,1
59153077,1650.0,0.706,4.4,100.0,2,2
59153078,854.6763,0.6818,4.3,100.0,1,1
59153079,1412.4514,0.706,4.4,100.0,2,2
59153080,1102.0408,0.6818,4.3,100.0,1,1
59153081,,,,,0,0
59153082,1014.0449,0.7009,4.4,100.0,1,1
59153083,1071.2166,0.7009,4.4,100.0,1,1
59153084,500.7849,0.7444,4.4,50.0,2,1
59153085,577.8986,0.7444,4.4,50.0,2,1
59153086,483.3333,0.7444,4.4,50.0,2,1
59153087,,,,,0,0
59153088,,,,,0,0
59153089,,,,,0,0
59153090,,,,,0,0
59153091,,,,,0,0
59153092,50.9978,,,0.0,1,0
59153093,34.9014,,,0.0,1,0
59153094,,,,,0,0
59153095,39.1156,,,0.0,1,0
59153096,,,,,0,0
59153097,839.4569,0.761,4.45,100.0,2,2
59153098,,,,,0,0
59153123,,,,,0,0
59153124,225.4902,0.6895,4.1,100.0,1,1
59153132,232.3529,0.6946,4.4333,100.0,3,3
59153133,109.6096,0.8536,4.4,100.0,1,1
59153134,,,,,0,0
59153135,,,,,0,0
59153136,,,,,0,0
59153137,,,,,0,0
59153138,,,,,0,0
59153139,,,,,0,0
59153140,195.0617,0.7418,4.4,100.0,1,1
59153144,435.9296,0.7754,4.4,100.0,2,2
59153151,140.8228,0.6502,4.1,100.0,1,1
59153152,,,,,0,0
59153153,,,,,0,0
59153154,,,,,0,0
59153155,500.6553,0.8538,4.6,100.0,1,1
59153156,12192.429,0.7751,4.6,100.0,1,1
59153157,6623.1156,0.7126,4.35,100.0,2,2
59153158,112.232,0.6502,4.1,100.0,1,1
59153159,136.5031,0.6502,4.1,100.0,1,1
59153160,5230.0406,0.7751,4.6,100.0,1,1
59153161,7787.6588,0.6745,4.3667,100.0,3,3
59153162,8126.8939,0.6745,4.3667,100.0,3,3
59153163,224.7475,0.6502,4.1,100.0,1,1
59153164,252.6725,0.5784,4.2,100.0,1,1
59153165,1042.0842,0.5784,4.2,100.0,1,1
59153166,448.694,0.8315,4.4333,100.0,3,3
59153167,163.3663,0.8204,4.35,100.0,2,2
59153168,553.9947,0.5899,4.3,100.0,2,2
59153171,271.5054,0.6678,4.3,100.0,2,2
59153172,18891.4186,0.7092,4.4333,100.0,3,3
59153181,,,,,0,0
59153182,,,,,0,0
59153183,,,,,0,0
59153184,168.39,0.7685,4.5,100.0,1,1
59153185,1168.1223,0.6609,4.4,100.0,2,2
59153186,1133.4746,0.6609,4.4,100.0,2,2
59153187,601.7998,0.6609,4.4,100.0,2,2
59153188,2377.7778,0.6609,4.4,100.0,2,2
59153189,832.0158,0.5534,4.3,100.0,1,1
59153190,173.516,0.601,4.1,100.0,1,1
59153191,3069.3069,0.5478,4.1,100.0,2,2
59153192,233.6066,0.601,4.1,100.0,1,1
59153193,158.3333,0.601,4.1,100.0,1,1
59153194,315.7895,0.601,4.1,100.0,1,1
59153195,,,,,0,0
59153196,228.4569,0.601,4.1,100.0,1,1
59153197,,,,,0,0
59153198,844.4023,0.7005,4.3,100.0,1,1
59153199,982.34,0.7005,4.3,100.0,1,1
59153200,762.3318,0.6951,4.3,100.0,2,2
59153201,917.2662,0.6951,4.3,100.0,2,2
59153202,967.3913,0.7005,4.3,100.0,1,1
59153203,1268.9531,0.767,4.4,100.0,2,2
59153204,1740.099,0.767,4.4,100.0,2,2
59153205,1811.8557,0.767,4.4,100.0,2,2
59153206,478.0316,0.8334,4.5,50.0,2,1
59153207,559.6708,0.8334,4.5,50.0,2,1
59153208,445.1718,0.8334,4.5,50.0,2,1
59153209,578.7234,0.8334,4.5,50.0,2,1
59153210,500.9709,0.8334,4.5,100.0,1,1
59153211,2915.5844,0.8118,4.5,100.0,2,2
59153212,2562.3529,0.7901,4.5,50.0,2,1
59153213,1827.1812,0.7901,4.5,50.0,2,1
59153214,1655.0152,0.7901,4.5,100.0,1,1
59153215,2148.4848,0.4906,3.9,80.0,5,4
59153216,2297.8454,0.7575,4.4333,75.0,4,3
59153217,1998.1651,0.7901,4.5,50.0,2,1
59153218,930.9623,0.7005,4.3,100.0,1,1
59153219,867.4464,0.7005,4.3,100.0,1,1
59153220,3750.6112,0.7453,4.4,100.0,2,2
59153221,840.1977,0.6951,4.3,100.0,2,2
59153222,751.1046,0.6951,4.3,100.0,2,2
59153223,370.6004,0.6454,4.2,100.0,2,2
59153224,,,,,0,0
59153225,,,,,0,0
59153226,310.7256,0.7237,4.3,100.0,1,1
59153227,842.1808,0.784,4.4,100.0,1,1
59153228,,,,,0,0
59153229,,,,,0,0
59153230,2843.5829,0.4906,3.9,100.0,4,4
59153231,3446.5409,0.5577,4.1667,100.0,3,3
59153232,19276.2923,0.6292,4.368,100.0,3,3
59153246,,,,,0,0
59153249,1279.7784,0.7334,4.45,100.0,4,4
59153250,799.1886,0.7615,4.5,100.0,1,1
59153251,761.6876,0.8066,4.6,100.0,2,2
59153252,398.2558,0.8518,4.7,100.0,1,1
59153253,1782.6087,0.7198,4.35,66.7,3,2
59153254,1981.9121,0.7198,4.35,100.0,2,2
59153255,,,,,0,0
59153256,1233.5766,0.7224,4.4,100.0,2,2
59153257,255.2504,0.7418,4.4,100.0,1,1
59153258,260.7261,0.7418,4.4,100.0,1,1
59153259,,,,,0,0
59153261,751.506,0.6756,4.25,100.0,2,2
59153262,15400.4603,0.8388,4.7,100.0,1,1
59153263,168.7117,0.7113,4.4,100.0,1,1
59153264,86.4198,0.612,4.3,100.0,1,1
59153265,58.6265,0.612,4.3,100.0,1,1
59153266,41.866,0.612,4.3,100.0,1,1
59153267,19200.8608,0.8388,4.7,100.0,1,1
59153268,61.296,0.612,4.3,100.0,1,1
59153269,83.7321,0.612,4.3,100.0,1,1
59153270,68.6275,0.612,4.3,100.0,1,1
59153271,333.3333,0.5966,4.2,100.0,1,1
59153272,224.4898,0.6558,4.3,100.0,1,1
59153273,,,,,0,0
59153274,,,,,0,0
59153275,1070.0935,0.6873,4.3,100.0,2,2
59153276,59.5238,0.612,4.3,100.0,1,1
59153277,1473.6842,0.7072,4.3,100.0,1,1
59153278,1680.0,0.7072,4.3,100.0,1,1
59153279,70.0,0.612,4.3,100.0,1,1
59153280,677.7778,0.6804,4.3,100.0,1,1
59153281,636.3636,0.6804,4.3,100.0,1,1
59153282,161.1842,0.5621,4.1,100.0,1,1
59153283,271.5008,0.6428,4.2,100.0,2,2
59153284,124.2604,0.7234,4.3,100.0,1,1
59153285,119.7719,0.7234,4.3,100.0,1,1
59153286,468.3544,0.6806,4.35,100.0,2,2
59153287,139.6011,0.5621,4.1,100.0,1,1
59153288,135.3591,0.5621,4.1,100.0,1,1
59153289,152.6316,0.799,4.6,100.0,1,1
59153290,2487.2564,0.7734,4.55,100.0,2,2
59153291,2374.6224,0.7477,4.5,100.0,1,1
59153292,128.8889,0.799,4.6,100.0,1,1
59153293,,,,,0,0
59153295,117.8862,0.799,4.6,100.0,1,1
59153296,631.1953,0.6723,4.3,100.0,1,1
59153297,1971.4848,0.71,4.4,100.0,2,2
59153298,707.5163,0.6723,4.3,100.0,1,1
59153299,1083.1858,0.7052,4.3,100.0,2,2
59153300,890.9465,0.6723,4.3,100.0,1,1
59153301,,,,,0,0
59153302,,,,,0,0
59153303,,,,,0,0
59153304,241.3793,0.7683,4.4,100.0,1,1
59153305,765.0834,0.722,4.4,100.0,2,2
59153306,396.9907,0.7683,4.4,100.0,1,1
59153307,1366.9725,0.722,4.4,100.0,2,2
59153308,462.888,0.7683,4.4,100.0,1,1
59153370,221.7344,0.6678,4.3,100.0,2,2
59153371,239.905,0.6678,4.3,100.0,2,2
59153372,1300.9404,0.4601,4.05,100.0,2,2
59153373,954.023,0.4601,4.05,100.0,2,2
59153394,1008.8853,0.4601,4.05,66.7,3,2
59153400,223.6988,0.6678,4.3,100.0,2,2
59153464,1911.8372,0.8646,4.6333,100.0,3,3
59153466,7056.2771,0.8133,4.6333,100.0,3,3
59153467,3196.9072,0.8646,4.6333,100.0,3,3
59153469,4122.7053,0.6986,4.425,100.0,4,4
59153470,7963.6577,0.7618,4.5,100.0,6,6
59153471,3170.7138,0.7425,4.46,100.0,5,5
59153472,9832.9466,0.7915,4.55,100.0,4,4
59153473,8358.5657,0.7493,4.5333,100.0,3,3
59153474,4572.6872,0.7584,4.5,100.0,2,2
59153476,67865.1994,0.7935,4.5333,75.0,4,3
59153477,100685.0716,0.819,4.6,66.7,3,2
59153479,91.4742,0.7425,4.4,100.0,1,1
59153480,72828.4024,0.797,4.6,100.0,2,2
59153481,53232.0856,0.7938,4.6,100.0,2,2
59153482,71204.578,0.7938,4.6,100.0,2,2
59153483,22063.2911,0.7958,4.7,100.0,1,1
59153490,487.2935,0.7546,4.4,100.0,1,1
59153491,1428.0303,0.7386,4.4,100.0,2,2
59153492,1304.4218,0.7546,4.4,100.0,1,1
59153498,696.4286,0.7658,4.35,100.0,2,2
59153499,752.6502,0.7596,4.4,100.0,2,2
59153500,2319.3473,0.7653,4.4,75.0,4,3
59153539,4.2517,,,0.0,1,0
59153540,8.6505,,,0.0,1,0
59153552,824.0938,0.6896,4.3,100.0,3,3
59153553,1436.803,0.6896,4.3,100.0,3,3
59153562,9697.7273,0.6986,4.425,100.0,4,4
59153578,6284.127,0.8038,4.7,100.0,1,1
59153579,,,,,0,0
59153580,,,,,0,0
59153581,,,,,0,0
59153582,234.2407,0.8414,4.7,100.0,1,1
59153583,4281.7183,0.8226,4.7,100.0,2,2
59153585,288.2166,0.732,4.5,100.0,2,2
59153586,3555.6561,0.5768,4.2,66.7,6,4
59153587,3557.3333,0.6936,4.35,66.7,3,2
59153588,3021.5176,0.6936,4.35,66.7,3,2
59153589,2948.0663,0.6936,4.35,66.7,3,2
59153590,8467.4419,0.5853,4.2,100.0,2,2
59153591,3038.0623,0.5864,4.25,66.7,3,2
59153668,293.4473,0.7425,4.4,100.0,1,1
59153669,6037.464,0.7796,4.5,100.0,2,2
59153670,3094.5347,0.7796,4.5,100.0,2,2
59153671,5198.5112,0.7796,4.5,100.0,2,2
59153672,3288.854,0.7796,4.5,100.0,2,2
59153673,3140.9295,0.7796,4.5,100.0,2,2
59153674,3440.0657,0.7796,4.5,100.0,2,2
59153675,2866.1871,0.8166,4.6,100.0,1,1
59153676,2658.6294,0.7796,4.5,100.0,2,2
59153677,,,,,0,0
59153678,3303.4826,0.8166,4.6,100.0,1,1
59153679,2059.9793,0.8166,4.6,100.0,1,1
59153680,2540.8163,0.8166,4.6,100.0,1,1
59153681,2101.2658,0.8166,4.6,100.0,1,1
59153682,,,,,0,0
59153683,1529.9539,0.8166,4.6,100.0,1,1
59153684,2557.1245,0.8166,4.6,100.0,1,1
59153685,637.6812,0.7628,4.6,100.0,1,1
59153686,722.3476,0.7708,4.575,100.0,4,4
59153687,732.6892,0.7215,4.475,100.0,4,4
59153688,403.8929,0.7735,4.5667,100.0,3,3
59153689,876.129,0.7743,4.5,100.0,5,5
59153690,790.4328,0.7754,4.4,100.0,2,2
59153691,505.5351,0.6973,4.4,100.0,1,1
59153692,191.8768,0.6973,4.4,100.0,1,1
59153799,,,,,0,0
59153800,,,,,0,0
59153801,972.3926,0.5935,4.2,100.0,1,1
59153805,521.262,0.6584,4.25,100.0,2,2
59153806,514.6104,0.5935,4.2,100.0,1,1
59153807,780.2469,0.7444,4.4,100.0,1,1
59153809,507.9755,0.6532,4.25,100.0,2,2
59153810,183.908,0.6488,4.35,100.0,2,2
59153812,1111.5619,0.7001,4.3,100.0,3,3
59153814,571.0145,0.6425,4.1,100.0,1,1
59153815,1571.2121,0.732,4.4,100.0,2,2
59153816,189.5262,0.7864,4.3,100.0,1,1
59153818,340.399,0.7144,4.2,100.0,2,2
59153821,,,,,0,0
59153825,352.9412,0.7178,4.3,100.0,2,2
59153826,126.294,0.712,4.3,100.0,1,1
59153831,9033.1126,0.7615,4.45,66.7,3,2
59153833,300.2611,0.6388,4.35,100.0,2,2
59153835,8792.0792,0.6936,4.35,100.0,2,2
59153836,9209.622,0.6936,4.35,66.7,3,2
59153838,363.9144,0.7425,4.4,50.0,2,1
59153839,1897.0268,0.727,4.4,100.0,2,2
59153843,964.351,0.8163,4.5,100.0,3,3
59153847,2471.7216,0.7862,4.5,100.0,2,2
59153849,1893.5361,0.8166,4.6,100.0,1,1
59153851,6659.5174,0.8587,4.7,100.0,1,1
59153852,6384.1978,0.7922,4.7,100.0,1,1
59153955,938.914,0.4601,4.05,100.0,2,2
59153956,109.6912,0.7425,4.4,100.0,1,1
59153986,2036.7107,0.7245,4.3667,60.0,5,3
59153987,33421.3333,0.7584,4.46,83.3,6,5
59153988,530.6285,0.7632,4.4,100.0,3,3
59153989,1280.2303,0.7632,4.4,100.0,3,3
59153990,958.3333,0.7632,4.4,100.0,3,3
59153991,375.603,0.7966,4.45,100.0,2,2
59153994,78257.8616,0.7938,4.6,100.0,2,2
59153995,352306.1224,0.7988,4.625,100.0,4,4
59153996,62583.4379,0.7997,4.6,100.0,3,3
59153997,42522.5916,0.7997,4.6,100.0,3,3
59154000,1532.388,0.7346,4.46,100.0,5,5
59154002,772.7626,0.6609,4.4,100.0,4,4
59154026,82465.5172,0.8142,4.65,100.0,2,2
59154027,391.2492,0.8676,4.6,100.0,2,2
59154134,3097.7748,0.8269,4.55,100.0,4,4
59154135,4391.9694,0.8269,4.55,100.0,4,4
59154136,1393.7247,0.7537,4.3667,75.0,4,3
59154137,1331.7215,0.7537,4.3667,75.0,4,3
59154138,1231.6637,0.7537,4.3667,75.0,4,3
59154139,4004.6976,0.7615,4.45,66.7,3,2
59154140,7547.898,0.8528,4.6333,100.0,3,3
59154141,7075.0323,0.7435,4.5,100.0,3,3
59154142,274.9307,0.7232,4.4667,100.0,3,3
59154143,681.2796,0.8173,4.6,100.0,1,1
59154144,1068.7548,0.821,4.6,100.0,2,2
59154145,1619.1011,0.8533,4.6,100.0,3,3
59154146,20723.1834,0.8081,4.6667,100.0,3,3
59154147,3792.3664,0.8587,4.7,100.0,1,1
59154148,3318.1287,0.7657,4.5,100.0,3,3
59154149,5796.7807,0.7571,4.525,100.0,4,4
59154150,1725.1462,0.6345,4.2,100.0,2,2
59154152,597.0696,0.5886,4.1,100.0,1,1
59154154,304.1045,0.5886,4.1,100.0,1,1
59154156,197.7912,0.6425,4.1,100.0,1,1
59154157,484.0295,0.6425,4.1,100.0,1,1
59154158,578.5877,0.7068,4.25,100.0,2,2
59154159,536.1446,0.6271,4.2,100.0,1,1
59154164,720.2797,0.5994,4.25,100.0,2,2
59154165,2104.3873,0.6616,4.34,100.0,5,5
59154166,797.1014,0.762,4.6,100.0,1,1
59154167,265.0357,0.5011,4.05,100.0,2,2
59154168,,,,,0,0
59154169,300.6329,0.6063,4.2333,100.0,3,3
59154172,207.5359,0.7754,4.4,100.0,2,2
59154173,6862.5698,0.7126,4.3667,100.0,3,3
59154174,808.4449,0.6964,4.42,100.0,5,5
59154177,89.7704,0.8462,4.1,100.0,1,1
59154180,181.6284,0.799,4.6,100.0,1,1
59154181,7448.9796,0.8233,4.6667,100.0,3,3
59154182,4199.2976,0.8142,4.65,100.0,2,2
59154183,24403.0612,0.8142,4.65,100.0,2,2
59154184,171.2939,0.8414,4.7,100.0,1,1
59154185,3316.1934,0.7559,4.5667,100.0,3,3
59154186,558.0205,0.8414,4.7,100.0,1,1
59154187,352.483,0.732,4.5,100.0,2,2
59154188,702.381,0.6345,4.2,100.0,2,2
59154189,419.0231,0.5886,4.1,100.0,1,1
59154190,413.7515,0.6596,4.2333,100.0,3,3
59154191,516.5663,0.6596,4.2333,100.0,3,3
59154192,359.5855,0.7754,4.4,100.0,2,2
59154193,382.5799,0.7754,4.4,100.0,2,2
59154194,1573.8462,0.7879,4.3,100.0,2,2
59154195,695.2104,0.7467,4.2,100.0,2,2
59154196,1266.1499,0.7297,4.5,100.0,1,1
