DAUID,db_pop_total,db_pop_valid,n_unique_parks,area_raw,area_cap20,area_cap10,qty_raw,qty_cap20,qty_cap10
59150683,532,532,1,0.24,0.24,0.24,0.4556,0.4556,0.4556
59150684,741,741,5,3.0,3.0,3.0,4.0525,4.0525,4.0525
59150685,839,839,3,1.62,1.62,1.62,1.932,1.932,1.932
59150686,365,365,1,1.22,1.22,1.22,3.335,3.335,3.335
59150687,443,443,0,0.0,0.0,0.0,0.0,0.0,0.0
59150688,528,528,0,0.0,0.0,0.0,0.0,0.0,0.0
59150689,450,450,2,13.76,13.76,13.76,30.5757,30.5757,30.5757
59150690,585,585,4,69.75,36.46,26.46,119.23,62.3333,45.2393
59150691,498,498,3,16.46,16.46,16.46,33.0622,33.0622,33.0622
59150692,589,589,1,2.71,2.71,2.71,4.5941,4.5941,4.5941
59150693,432,432,1,2.71,2.71,2.71,6.2637,6.2637,6.2637
59150694,482,482,0,0.0,0.0,0.0,0.0,0.0,0.0
59150695,560,560,1,0.37,0.37,0.37,0.6545,0.6545,0.6545
59150696,534,534,0,0.0,0.0,0.0,0.0,0.0,0.0
59150697,647,647,0,0.0,0.0,0.0,0.0,0.0,0.0
59150698,559,559,1,1.22,1.22,1.22,2.1776,2.1776,2.1776
59150699,469,469,1,1.22,1.22,1.22,2.5955,2.5955,2.5955
59150700,479,479,2,1.46,1.46,1.46,3.0473,3.0473,3.0473
59150701,576,576,3,1.62,1.62,1.62,2.8142,2.8142,2.8142
59150702,451,451,4,1.88,1.88,1.88,4.178,4.178,4.178
59150703,444,444,1,1.22,1.22,1.22,2.7416,2.7416,2.7416
59150704,583,583,5,3.0,3.0,3.0,5.1507,5.1507,5.1507
59150705,624,624,4,1.79,1.79,1.79,2.8615,2.8615,2.8615
59150706,289,289,1,0.26,0.26,0.26,0.9112,0.9112,0.9112
59150707,360,360,1,0.26,0.26,0.26,0.7315,0.7315,0.7315
59150708,880,880,2,1.83,1.83,1.83,2.0779,2.0779,2.0779
59150709,2457,2457,2,1.31,1.31,1.31,0.5324,0.5324,0.5324
59150710,635,635,3,3.16,3.16,3.16,4.9718,4.9718,4.9718
59150711,1102,1102,1,1.04,1.04,1.04,0.948,0.948,0.948
59150712,553,553,2,1.59,1.59,1.59,2.8785,2.8785,2.8785
59150713,481,481,1,1.04,1.04,1.04,2.1719,2.1719,2.1719
59150714,245,245,1,0.55,0.55,0.55,2.2332,2.2332,2.2332
59150715,451,451,3,4.77,4.77,4.77,10.5677,10.5677,10.5677
59150716,418,418,2,1.59,1.59,1.59,3.8082,3.8082,3.8082
59150717,351,351,2,3.72,3.72,3.72,10.6021,10.6021,10.6021
59150718,529,529,2,3.72,3.72,3.72,7.0347,7.0347,7.0347
59150719,447,447,2,3.72,3.72,3.72,8.3252,8.3252,8.3252
59150720,545,545,2,3.72,3.72,3.72,6.8282,6.8282,6.8282
59150721,479,479,2,4.83,4.83,4.83,10.0843,10.0843,10.0843
59150722,484,484,3,5.38,5.38,5.38,11.1106,11.1106,11.1106
59150723,444,444,3,5.38,5.38,5.38,12.1115,12.1115,12.1115
59150724,457,457,2,3.72,3.72,3.72,8.143,8.143,8.143
59150725,504,504,1,1.57,1.57,1.57,3.1056,3.1056,3.1056
59150726,518,518,2,2.11,2.11,2.11,4.0779,4.0779,4.0779
59150727,477,477,1,1.57,1.57,1.57,3.2814,3.2814,3.2814
59150728,502,502,2,1.83,1.83,1.83,3.6426,3.6426,3.6426
59150729,701,701,1,1.57,1.57,1.57,2.2329,2.2329,2.2329
59150730,498,498,1,1.22,1.22,1.22,2.4443,2.4443,2.4443
59150731,627,627,1,1.09,1.09,1.09,1.7459,1.7459,1.7459
59150732,509,509,1,1.09,1.09,1.09,2.1507,2.1507,2.1507
59150733,554,554,1,1.09,1.09,1.09,1.976,1.976,1.976
59150734,782,782,0,0.0,0.0,0.0,0.0,0.0,0.0
59150737,480,480,1,0.97,0.97,0.97,2.0247,2.0247,2.0247
59150738,490,490,2,5.27,5.27,5.27,10.7561,10.7561,10.7561
59150739,398,398,3,5.41,5.41,5.41,13.5966,13.5966,13.5966
59150740,518,518,3,6.43,6.43,6.43,12.4087,12.4087,12.4087
59150741,501,501,3,6.43,6.43,6.43,12.8297,12.8297,12.8297
59150742,558,558,4,6.88,6.88,6.88,12.3219,12.3219,12.3219
59150743,624,624,2,2.13,2.13,2.13,3.4119,3.4119,3.4119
59150744,426,426,3,5.3,5.3,5.3,12.449,12.449,12.449
59150745,621,621,2,2.63,2.63,2.63,4.2319,4.2319,4.2319
59150746,468,468,1,1.57,1.57,1.57,3.3445,3.3445,3.3445
59150747,361,361,3,5.3,5.3,5.3,14.6905,14.6905,14.6905
59150748,534,534,4,5.75,5.75,5.75,10.77,10.77,10.77
59150749,591,591,3,2.33,2.33,2.33,3.9399,3.9399,3.9399
59150750,1128,1128,3,3.09,3.09,3.09,2.7392,2.7392,2.7392
59150751,708,708,8,23.34,23.34,23.24,32.9646,32.9646,32.821
59150752,319,319,4,14.8,14.8,14.7,46.3974,46.3974,46.0787
59150753,261,261,4,14.8,14.8,14.7,56.7079,56.7079,56.3185
59150754,497,497,3,11.82,11.82,11.72,23.7775,23.7775,23.573
59150755,844,844,0,0.0,0.0,0.0,0.0,0.0,0.0
59150756,215,215,2,4.48,4.48,4.48,20.8436,20.8436,20.8436
59150757,1054,1054,4,6.81,6.81,6.81,6.4606,6.4606,6.4606
59150758,495,495,1,0.98,0.98,0.98,1.9796,1.9796,1.9796
59150759,884,884,2,1.79,1.79,1.79,2.0295,2.0295,2.0295
59150760,595,595,1,0.98,0.98,0.98,1.6469,1.6469,1.6469
59150761,774,774,2,4.28,4.28,4.28,5.5345,5.5345,5.5345
59150762,435,435,2,4.28,4.28,4.28,9.8476,9.8476,9.8476
59150763,294,294,2,4.28,4.28,4.28,14.5704,14.5704,14.5704
59150777,1193,1193,3,0.62,0.62,0.62,0.5195,0.5195,0.5195
59150779,1046,1046,4,2.12,2.12,2.12,2.0281,2.0281,2.0281
59150782,480,480,0,0.0,0.0,0.0,0.0,0.0,0.0
59150784,631,631,1,0.9,0.9,0.9,1.4223,1.4223,1.4223
59150785,1905,1905,4,7.06,7.06,7.06,3.7058,3.7058,3.7058
59150786,1165,1165,4,7.72,7.72,7.72,6.6256,6.6256,6.6256
59150787,501,501,4,7.72,7.72,7.72,15.4068,15.4068,15.4068
59150788,719,719,4,5.53,5.53,5.53,7.6968,7.6968,7.6968
59150790,1205,1205,3,6.25,6.25,6.25,5.1908,5.1908,5.1908
59150791,610,610,2,3.9,3.9,3.9,6.3869,6.3869,6.3869
59150792,964,964,2,3.9,3.9,3.9,4.0415,4.0415,4.0415
59150793,914,914,1,3.64,3.64,3.64,3.9877,3.9877,3.9877
59150795,853,853,1,1.17,1.17,1.17,1.3678,1.3678,1.3678
59150816,357,357,2,1.8,1.8,1.8,5.0414,5.0414,5.0414
59150817,433,433,1,9.98,9.98,9.98,23.0485,23.0485,23.0485
59150819,469,469,1,9.98,9.98,9.98,21.2793,21.2793,21.2793
59150820,532,532,2,10.53,10.53,10.53,19.791,19.791,19.791
59150821,470,470,2,13.62,13.62,13.62,28.9888,28.9888,28.9888
59150822,408,408,1,9.98,9.98,9.98,24.4607,24.4607,24.4607
59150823,441,441,1,1.17,1.17,1.17,2.6456,2.6456,2.6456
59150824,449,449,2,13.62,13.62,13.62,30.3447,30.3447,30.3447
59150827,513,513,2,13.62,13.62,13.62,26.559,26.559,26.559
59150828,663,663,2,10.53,10.53,10.53,15.8805,15.8805,15.8805
59150831,627,627,2,10.53,10.53,10.53,16.7923,16.7923,16.7923
59150832,722,722,3,10.75,10.75,10.75,14.8874,14.8874,14.8874
59150837,422,422,1,0.63,0.63,0.63,1.5001,1.5001,1.5001
59150840,419,419,1,0.63,0.63,0.63,1.5109,1.5109,1.5109
59150841,430,430,1,0.63,0.63,0.63,1.4722,1.4722,1.4722
59150845,651,651,1,0.63,0.63,0.63,0.9724,0.9724,0.9724
59150846,799,799,1,0.63,0.63,0.63,0.7923,0.7923,0.7923
59150850,2626,2626,4,4.36,4.36,4.36,1.661,1.661,1.661
59150859,422,422,4,428.74,30.36,20.36,1015.9825,71.9437,48.247
59150861,634,634,4,429.13,30.75,20.75,676.8661,48.4996,32.7267
59150863,581,581,4,429.13,30.75,20.75,738.6112,52.9238,35.7121
59150864,515,515,4,428.74,30.36,20.36,832.5138,58.9519,39.5344
59150865,638,638,3,10.75,10.75,10.75,16.8475,16.8475,16.8475
59150866,550,550,1,0.22,0.22,0.22,0.3999,0.3999,0.3999
59150871,551,551,4,38.72,37.37,23.76,70.2665,67.8233,43.1187
59150872,421,421,4,38.72,37.37,23.76,91.964,88.7663,56.4333
59150873,531,531,4,38.72,37.37,23.76,72.9131,70.3778,44.7428
59150874,612,612,2,14.4,14.4,10.79,23.5374,23.5374,17.6351
59150875,521,521,1,13.61,13.61,10.0,26.127,26.127,19.1939
59150876,574,574,1,13.61,13.61,10.0,23.7146,23.7146,17.4216
59150877,340,340,1,13.61,13.61,10.0,40.0358,40.0358,29.4118
59150878,538,538,1,13.61,13.61,10.0,25.3015,25.3015,18.5874
59150879,711,711,0,0.0,0.0,0.0,0.0,0.0,0.0
59150880,571,571,0,0.0,0.0,0.0,0.0,0.0,0.0
59150881,616,616,5,15.92,15.92,12.3,25.8387,25.8387,19.9747
59150882,710,710,6,16.64,16.64,13.03,23.4397,23.4397,18.3521
59150883,490,490,9,18.7,18.7,15.08,38.1548,38.1548,30.783
59150884,434,434,4,14.51,14.51,10.9,33.4408,33.4408,25.1178
59150885,424,424,4,68.92,40.68,25.95,162.542,95.9492,61.1962
59150886,523,523,2,51.99,23.75,13.75,99.4035,45.4162,26.2957
59150887,524,524,1,3.75,3.75,3.75,7.1616,7.1616,7.1616
59150888,451,451,0,0.0,0.0,0.0,0.0,0.0,0.0
59150889,483,483,1,511.01,20.0,10.0,1057.9983,41.4079,20.7039
59150890,613,613,1,511.01,20.0,10.0,833.6267,32.6264,16.3132
59150891,526,526,1,511.01,20.0,10.0,971.5079,38.0228,19.0114
59150892,409,409,1,1.61,1.61,1.61,3.9464,3.9464,3.9464
59150893,559,559,1,511.01,20.0,10.0,914.1559,35.7782,17.8891
59150894,619,619,2,1.76,1.76,1.76,2.8371,2.8371,2.8371
59150895,527,527,1,511.01,20.0,10.0,969.6645,37.9507,18.9753
59150896,547,547,0,0.0,0.0,0.0,0.0,0.0,0.0
59150897,601,601,2,0.91,0.91,0.91,1.5159,1.5159,1.5159
59150898,521,521,1,0.77,0.77,0.77,1.4759,1.4759,1.4759
59150899,645,645,2,10.97,10.97,10.97,17.0056,17.0056,17.0056
59150900,427,427,1,4.9,4.9,4.9,11.4724,11.4724,11.4724
59150901,454,454,1,4.9,4.9,4.9,10.7901,10.7901,10.7901
59150902,567,567,2,12.41,12.41,12.41,21.8876,21.8876,21.8876
59150903,474,474,1,7.51,7.51,7.51,15.8472,15.8472,15.8472
59150904,476,476,2,12.41,12.41,12.41,26.072,26.072,26.072
59150905,528,528,1,7.51,7.51,7.51,14.2265,14.2265,14.2265
59150906,458,458,0,0.0,0.0,0.0,0.0,0.0,0.0
59150907,630,630,0,0.0,0.0,0.0,0.0,0.0,0.0
59150908,530,530,1,2.43,2.43,2.43,4.582,4.582,4.582
59150909,503,503,1,23.77,20.0,10.0,47.2481,39.7614,19.8807
59150910,474,474,2,534.78,40.0,20.0,1128.2256,84.3882,42.1941
59150911,558,558,2,534.78,40.0,20.0,958.3852,71.6846,35.8423
59150912,483,483,2,534.78,40.0,20.0,1107.2028,82.8157,41.4079
59150913,516,516,3,542.29,47.51,27.51,1050.9506,92.0767,53.317
59150914,460,460,2,518.52,27.51,17.51,1127.2277,59.8078,38.0687
59150915,504,504,1,511.01,20.0,10.0,1013.915,39.6825,19.8413
59150916,457,457,3,521.98,30.97,20.97,1142.1921,67.7651,45.8832
59150917,511,511,3,521.98,30.97,20.97,1021.4908,60.604,41.0345
59150918,437,437,2,514.47,23.46,13.46,1177.2774,53.6775,30.7942
59150919,477,477,2,514.47,23.46,13.46,1078.5539,49.1762,28.2119
59150920,486,486,2,514.47,23.46,13.46,1058.5807,48.2655,27.6894
59150922,443,443,1,511.01,20.0,10.0,1153.5286,45.1467,22.5734
59150923,596,596,1,511.01,20.0,10.0,857.4046,33.557,16.7785
59150924,552,552,1,511.01,20.0,10.0,925.7485,36.2319,18.1159
59150925,564,564,2,514.77,23.75,13.75,912.7054,42.1147,24.3842
59150926,721,721,1,3.75,3.75,3.75,5.2048,5.2048,5.2048
59150927,604,604,2,514.77,23.75,13.75,852.2613,39.3256,22.7693
59150928,473,473,1,511.01,20.0,10.0,1080.3661,42.2833,21.1416
59150929,398,398,1,3.75,3.75,3.75,9.4288,9.4288,9.4288
59150930,434,434,2,4.15,4.15,4.15,9.5616,9.5616,9.5616
59150931,495,495,4,71.44,43.2,28.46,144.3134,87.2723,57.504
59150932,407,407,4,68.08,39.84,25.11,167.2716,97.8973,61.6927
59150933,438,438,3,19.84,19.84,15.11,45.3064,45.3064,34.4952
59150934,435,435,3,517.93,26.91,16.91,1190.6343,61.8684,38.8799
59150935,394,394,1,0.4,0.4,0.4,1.0078,1.0078,1.0078
59150953,556,556,2,3.07,3.07,3.07,5.516,5.516,5.516
59150954,434,434,2,2.68,2.68,2.68,6.1745,6.1745,6.1745
59150955,549,549,2,3.92,3.92,3.92,7.1476,7.1476,7.1476
59150956,605,605,1,2.43,2.43,2.43,4.014,4.014,4.014
59150957,471,471,0,0.0,0.0,0.0,0.0,0.0,0.0
59150958,393,393,0,0.0,0.0,0.0,0.0,0.0,0.0
59150959,543,543,0,0.0,0.0,0.0,0.0,0.0,0.0
59150960,470,470,1,4.9,4.9,4.9,10.4228,10.4228,10.4228
59150961,493,493,1,4.9,4.9,4.9,9.9365,9.9365,9.9365
59150962,458,458,2,5.04,5.04,5.04,10.9939,10.9939,10.9939
59150963,505,505,1,4.9,4.9,4.9,9.7004,9.7004,9.7004
59150964,565,565,1,4.86,4.86,4.86,8.61,8.61,8.61
59150965,436,436,2,5.63,5.63,5.63,12.9211,12.9211,12.9211
59150966,553,553,2,9.11,9.11,9.11,16.4711,16.4711,16.4711
59150967,581,581,1,4.24,4.24,4.24,7.3044,7.3044,7.3044
59150968,564,564,1,4.24,4.24,4.24,7.5245,7.5245,7.5245
59150969,580,580,2,5.01,5.01,5.01,8.6427,8.6427,8.6427
59150970,507,507,1,0.77,0.77,0.77,1.5166,1.5166,1.5166
59150971,502,502,1,4.9,4.9,4.9,9.7584,9.7584,9.7584
59150972,684,684,1,0.14,0.14,0.14,0.2078,0.2078,0.2078
59150973,646,646,2,1.76,1.76,1.76,2.7186,2.7186,2.7186
59150974,543,543,2,1.76,1.76,1.76,3.2342,3.2342,3.2342
59150975,671,671,1,1.61,1.61,1.61,2.4055,2.4055,2.4055
59150976,629,629,1,1.61,1.61,1.61,2.5661,2.5661,2.5661
59150977,804,804,1,1.61,1.61,1.61,2.0076,2.0076,2.0076
59150978,425,425,2,5.04,5.04,5.04,11.8475,11.8475,11.8475
59150979,443,443,2,1.06,1.06,1.06,2.3851,2.3851,2.3851
59150980,500,500,1,0.14,0.14,0.14,0.273,0.273,0.273
59150981,443,443,1,0.92,0.92,0.92,2.077,2.077,2.077
59150982,634,634,1,1.5,1.5,1.5,2.3589,2.3589,2.3589
59150983,630,630,1,0.74,0.74,0.74,1.1745,1.1745,1.1745
59150984,483,483,1,4.21,4.21,4.21,8.7128,8.7128,8.7128
59150985,621,621,1,4.21,4.21,4.21,6.7766,6.7766,6.7766
59150986,484,484,0,0.0,0.0,0.0,0.0,0.0,0.0
59150987,937,937,3,11.86,11.86,11.86,12.6612,12.6612,12.6612
59151198,522,522,1,1.44,1.44,1.44,2.7554,2.7554,2.7554
59151199,443,443,1,1.44,1.44,1.44,3.2468,3.2468,3.2468
59151200,528,528,2,5.05,5.05,5.05,9.556,9.556,9.556
59151201,430,430,2,5.05,5.05,5.05,11.7339,11.7339,11.7339
59151202,408,408,1,3.61,3.61,3.61,8.8412,8.8412,8.8412
59151203,572,572,2,5.12,5.12,5.12,8.9515,8.9515,8.9515
59151204,630,630,1,3.61,3.61,3.61,5.7258,5.7258,5.7258
59151205,274,274,0,0.0,0.0,0.0,0.0,0.0,0.0
59151206,594,594,2,5.12,5.12,5.12,8.62,8.62,8.62
59151207,556,556,1,1.44,1.44,1.44,2.5869,2.5869,2.5869
59151208,814,814,0,0.0,0.0,0.0,0.0,0.0,0.0
59151209,600,600,0,0.0,0.0,0.0,0.0,0.0,0.0
59151211,483,483,2,5.11,5.11,5.11,10.577,10.577,10.577
59151213,656,656,0,0.0,0.0,0.0,0.0,0.0,0.0
59151214,585,585,1,1.13,1.13,1.13,1.9401,1.9401,1.9401
59151215,545,545,1,1.13,1.13,1.13,2.0825,2.0825,2.0825
59151216,667,667,1,1.13,1.13,1.13,1.7016,1.7016,1.7016
59151217,400,400,1,1.13,1.13,1.13,2.8374,2.8374,2.8374
59151219,431,431,1,1.36,1.36,1.36,3.164,3.164,3.164
59151220,479,479,0,0.0,0.0,0.0,0.0,0.0,0.0
59151221,765,765,0,0.0,0.0,0.0,0.0,0.0,0.0
59151222,612,612,0,0.0,0.0,0.0,0.0,0.0,0.0
59151223,704,704,2,13.63,13.63,10.23,19.3572,19.3572,14.5299
59151224,844,844,3,19.13,19.13,15.73,22.6657,22.6657,18.6391
59151225,533,533,1,13.4,13.4,10.0,25.1377,25.1377,18.7617
59151226,691,691,4,17.22,17.22,17.22,24.9181,24.9181,24.9181
59151227,620,620,0,0.0,0.0,0.0,0.0,0.0,0.0
59151228,625,625,2,9.12,9.12,9.12,14.5983,14.5983,14.5983
59151229,857,857,2,90.05,23.62,13.62,105.0791,27.5631,15.8945
59151230,385,385,2,90.05,23.62,13.62,233.9034,61.3547,35.3807
59151231,342,342,1,3.62,3.62,3.62,10.5894,10.5894,10.5894
59151234,259,259,0,0.0,0.0,0.0,0.0,0.0,0.0
59151236,1099,1099,0,0.0,0.0,0.0,0.0,0.0,0.0
59151351,763,763,0,0.0,0.0,0.0,0.0,0.0,0.0
59151352,386,386,2,0.84,0.84,0.84,2.1808,2.1808,2.1808
59151353,453,453,4,3.28,3.28,3.28,7.2322,7.2322,7.2322
59151354,483,483,4,3.03,3.03,3.03,6.281,6.281,6.281
59151355,674,674,3,1.81,1.81,1.81,2.6788,2.6788,2.6788
59151356,1202,1202,1,0.68,0.68,0.68,0.5696,0.5696,0.5696
59151357,647,647,2,1.45,1.45,1.45,2.2463,2.2463,2.2463
59151358,491,491,1,1.27,1.27,1.27,2.5888,2.5888,2.5888
59151359,579,579,0,0.0,0.0,0.0,0.0,0.0,0.0
59151360,558,558,1,6.14,6.14,6.14,11.0088,11.0088,11.0088
59151361,511,511,1,6.14,6.14,6.14,12.0214,12.0214,12.0214
59151362,594,594,0,0.0,0.0,0.0,0.0,0.0,0.0
59151363,641,641,2,11.16,11.16,11.16,17.4081,17.4081,17.4081
59151364,690,690,2,11.16,11.16,11.16,16.1718,16.1718,16.1718
59151365,522,522,1,5.02,5.02,5.02,9.6085,9.6085,9.6085
59151366,508,508,2,11.16,11.16,11.16,21.9657,21.9657,21.9657
59151367,596,596,2,12.6,12.6,12.6,21.1493,21.1493,21.1493
59151368,564,564,2,12.6,12.6,12.6,22.3492,22.3492,22.3492
59151369,693,693,1,7.59,7.59,7.59,10.9514,10.9514,10.9514
59151370,738,738,0,0.0,0.0,0.0,0.0,0.0,0.0
59151371,696,696,1,7.59,7.59,7.59,10.9042,10.9042,10.9042
59151372,549,549,2,8.36,8.36,8.36,15.224,15.224,15.224
59151373,778,778,2,9.09,9.09,9.09,11.6866,11.6866,11.6866
59151407,559,559,3,15.92,15.92,14.08,28.4765,28.4765,25.1899
59151408,439,439,1,3.19,3.19,3.19,7.2576,7.2576,7.2576
59151409,550,550,1,3.19,3.19,3.19,5.7929,5.7929,5.7929
59151410,574,574,1,3.19,3.19,3.19,5.5507,5.5507,5.5507
59151411,746,746,1,3.19,3.19,3.19,4.2709,4.2709,4.2709
59151412,588,588,1,3.19,3.19,3.19,5.4185,5.4185,5.4185
59151413,696,696,1,0.45,0.45,0.45,0.6426,0.6426,0.6426
59151414,962,962,2,3.63,3.63,3.63,3.7769,3.7769,3.7769
59151415,647,647,2,3.5,3.5,3.5,5.4088,5.4088,5.4088
59151416,514,514,2,3.5,3.5,3.5,6.8083,6.8083,6.8083
59151417,486,486,1,0.45,0.45,0.45,0.9202,0.9202,0.9202
59151418,526,526,1,0.45,0.45,0.45,0.8503,0.8503,0.8503
59151419,543,543,1,0.45,0.45,0.45,0.8236,0.8236,0.8236
59151420,586,586,2,3.5,3.5,3.5,5.9718,5.9718,5.9718
59151423,724,724,0,0.0,0.0,0.0,0.0,0.0,0.0
59151424,595,595,1,27.39,20.0,10.0,46.0387,33.6134,16.8067
59151425,589,589,2,31.84,24.45,14.45,54.0553,41.5035,24.5256
59151426,565,565,1,27.39,20.0,10.0,48.4832,35.3982,17.6991
59151427,585,585,1,27.39,20.0,10.0,46.8257,34.188,17.094
59151428,482,482,1,1.63,1.63,1.63,3.38,3.38,3.38
59151429,588,588,2,2.6,2.6,2.6,4.4203,4.4203,4.4203
59151430,433,433,1,0.97,0.97,0.97,2.2401,2.2401,2.2401
59151432,575,575,2,4.02,4.02,4.02,6.9952,6.9952,6.9952
59151433,447,447,3,4.91,4.91,4.91,10.9906,10.9906,10.9906
59151434,442,442,3,4.91,4.91,4.91,11.115,11.115,11.115
59151435,508,508,3,3.49,3.49,3.49,6.8696,6.8696,6.8696
59151436,461,461,3,3.49,3.49,3.49,7.5699,7.5699,7.5699
59151437,387,387,2,2.6,2.6,2.6,6.7161,6.7161,6.7161
59151438,430,430,2,2.52,2.52,2.52,5.8599,5.8599,5.8599
59151439,426,426,2,4.89,4.89,4.89,11.4855,11.4855,11.4855
59151440,416,416,1,4.45,4.45,4.45,10.6865,10.6865,10.6865
59151441,502,502,2,9.46,9.46,9.46,18.8471,18.8471,18.8471
59151442,535,535,1,5.02,5.02,5.02,9.3751,9.3751,9.3751
59151443,499,499,1,7.59,7.59,7.59,15.209,15.209,15.209
59151444,923,923,1,7.59,7.59,7.59,8.2224,8.2224,8.2224
59151448,664,664,2,11.16,11.16,11.16,16.8051,16.8051,16.8051
59151449,528,528,2,11.16,11.16,11.16,21.1337,21.1337,21.1337
59151450,671,671,2,10.36,10.36,10.36,15.4366,15.4366,15.4366
59151451,690,690,2,10.36,10.36,10.36,15.0115,15.0115,15.0115
59151452,562,562,2,10.36,10.36,10.36,18.4305,18.4305,18.4305
59151453,572,572,2,10.36,10.36,10.36,18.1083,18.1083,18.1083
59151454,580,580,1,1.27,1.27,1.27,2.1915,2.1915,2.1915
59151455,893,893,1,1.27,1.27,1.27,1.4234,1.4234,1.4234
59151456,760,760,2,10.36,10.36,10.36,13.6289,13.6289,13.6289
59151457,485,485,1,2.27,2.27,2.27,4.6828,4.6828,4.6828
59151458,599,599,1,1.27,1.27,1.27,2.122,2.122,2.122
59151459,524,524,1,1.27,1.27,1.27,2.4258,2.4258,2.4258
59151460,434,434,1,1.27,1.27,1.27,2.9288,2.9288,2.9288
59151461,591,591,1,1.27,1.27,1.27,2.1508,2.1508,2.1508
59151463,369,369,4,4.25,4.25,4.25,11.5206,11.5206,11.5206
59151464,495,495,2,2.0,2.0,2.0,4.0342,4.0342,4.0342
59151465,536,536,4,3.28,3.28,3.28,6.1123,6.1123,6.1123
59151467,514,514,4,3.28,3.28,3.28,6.3739,6.3739,6.3739
59151469,723,723,1,86.43,20.0,10.0,119.5453,27.6625,13.8313
59151470,678,678,0,0.0,0.0,0.0,0.0,0.0,0.0
59151471,658,658,0,0.0,0.0,0.0,0.0,0.0,0.0
59151472,603,603,0,0.0,0.0,0.0,0.0,0.0,0.0
59151473,679,679,1,13.4,13.4,10.0,19.7325,19.7325,14.7275
59151474,630,630,1,13.4,13.4,10.0,21.2673,21.2673,15.873
59151475,747,747,1,13.4,13.4,10.0,17.9363,17.9363,13.3869
59151476,767,767,0,0.0,0.0,0.0,0.0,0.0,0.0
59151477,856,856,1,86.43,20.0,10.0,100.9711,23.3645,11.6822
59151478,679,679,1,13.4,13.4,10.0,19.7325,19.7325,14.7275
